"crops","nitrogen","phosphorus","potassium","ph","temperature","rainfall","season","soil_type","category"
"cauliflower","n_70_90","p_60_80","k_40_60",6.8,"t_15_20",80,"rabi","loam","class 11"
"cauliflower","n_70_90","p_60_80","k_40_60",6.5,"t_20_25",80,"rabi","loam","class 6"
"cauliflower","n_70_90","p_60_80","k_40_60",6.8,"t_20_25",80,"rabi","loam","class 6"
"cauliflower","n_70_90","p_60_80","k_40_60",6.5,"t_15_20",50,"kharif","loam","class 6"
"cauliflower","n_70_90","p_60_80","k_40_60",6.8,"t_15_20",50,"kharif","loam","class 6"
"cauliflower","n_70_90","p_60_80","k_40_60",6.5,"t_20_25",50,"kharif","loam","class 6"
"cauliflower","n_70_90","p_60_80","k_40_60",6.8,"t_20_25",50,"kharif","loam","class 6"
"cauliflower","n_70_90","p_60_80","k_40_60",6.5,"t_15_20",80,"kharif","loam","class 6"
"cauliflower","n_70_90","p_60_80","k_40_60",6.8,"t_15_20",80,"kharif","loam","class 6"
"cauliflower","n_70_90","p_60_80","k_40_60",6.5,"t_20_25",80,"kharif","loam","class 6"
"cauliflower","n_70_90","p_60_80","k_40_60",6.8,"t_20_25",80,"kharif","loam","class 6"
"cucumber","n_50_70","p_50_70","k_75_95",6,"t_15_20",50,"rabi","sandy_loam","class 20"
"cucumber","n_50_70","p_50_70","k_75_95",6.8,"t_15_20",50,"rabi","sandy_loam","class 11"
"cucumber","n_50_70","p_50_70","k_75_95",6,"t_20_25",50,"rabi","sandy_loam","class 20"
"cucumber","n_50_70","p_50_70","k_75_95",6.8,"t_20_25",50,"rabi","sandy_loam","class 20"
"cucumber","n_50_70","p_50_70","k_75_95",6,"t_15_20",80,"rabi","sandy_loam","class 20"
"cucumber","n_50_70","p_50_70","k_75_95",6.8,"t_15_20",80,"rabi","sandy_loam","class 11"
"cucumber","n_50_70","p_50_70","k_75_95",6,"t_20_25",80,"rabi","sandy_loam","class 20"
"cucumber","n_50_70","p_50_70","k_75_95",6.8,"t_20_25",80,"rabi","sandy_loam","class 20"
"cucumber","n_50_70","p_50_70","k_75_95",6,"t_15_20",50,"kharif","sandy_loam","class 3"
"cucumber","n_50_70","p_50_70","k_75_95",6.8,"t_15_20",50,"kharif","sandy_loam","class 3"
"cucumber","n_50_70","p_50_70","k_75_95",6,"t_20_25",50,"kharif","sandy_loam","class 3"
"cucumber","n_50_70","p_50_70","k_75_95",6.8,"t_20_25",50,"kharif","sandy_loam","class 3"
"cucumber","n_50_70","p_50_70","k_75_95",6,"t_15_20",80,"kharif","sandy_loam","class 3"
"cucumber","n_50_70","p_50_70","k_75_95",6.8,"t_15_20",80,"kharif","sandy_loam","class 3"
"cucumber","n_50_70","p_50_70","k_75_95",6,"t_20_25",80,"kharif","sandy_loam","class 3"
"cucumber","n_50_70","p_50_70","k_75_95",6.8,"t_20_25",80,"kharif","sandy_loam","class 3"
"coriander_chinese_parsley","n_5_15","p_10_30","k_10_30",6.2,"t_15_20",50,"rabi","loam","class 7"
"coriander_chinese_parsley","n_5_15","p_10_30","k_10_30",6.8,"t_15_20",50,"rabi","loam","class 7"
"coriander_chinese_parsley","n_5_15","p_10_30","k_10_30",6.2,"t_20_25",50,"rabi","loam","class 7"
"coriander_chinese_parsley","n_5_15","p_10_30","k_10_30",6.8,"t_20_25",50,"rabi","loam","class 7"
"coriander_chinese_parsley","n_5_15","p_10_30","k_10_30",6.2,"t_25_30",50,"rabi","loam","class 7"
"coriander_chinese_parsley","n_5_15","p_10_30","k_10_30",6.8,"t_25_30",50,"rabi","loam","class 7"
"coriander_chinese_parsley","n_5_15","p_10_30","k_10_30",6.2,"t_15_20",80,"rabi","loam","class 7"
"coriander_chinese_parsley","n_5_15","p_10_30","k_10_30",6.8,"t_15_20",80,"rabi","loam","class 7"
"coriander_chinese_parsley","n_5_15","p_10_30","k_10_30",6.2,"t_20_25",80,"rabi","loam","class 7"
"coriander_chinese_parsley","n_5_15","p_10_30","k_10_30",6.8,"t_20_25",80,"rabi","loam","class 7"
"coriander_chinese_parsley","n_5_15","p_10_30","k_10_30",6.2,"t_25_30",80,"rabi","loam","class 7"
"coriander_chinese_parsley","n_5_15","p_10_30","k_10_30",6.8,"t_25_30",80,"rabi","loam","class 7"
"coriander_chinese_parsley","n_5_15","p_10_30","k_10_30",6.2,"t_15_20",50,"kharif","loam","class 7"
"coriander_chinese_parsley","n_5_15","p_10_30","k_10_30",6.8,"t_15_20",50,"kharif","loam","class 7"
"coriander_chinese_parsley","n_5_15","p_10_30","k_10_30",6.2,"t_20_25",50,"kharif","loam","class 7"
"coriander_chinese_parsley","n_5_15","p_10_30","k_10_30",6.8,"t_20_25",50,"kharif","loam","class 7"
"coriander_chinese_parsley","n_5_15","p_10_30","k_10_30",6.2,"t_25_30",50,"kharif","loam","class 7"
"coriander_chinese_parsley","n_5_15","p_10_30","k_10_30",6.8,"t_25_30",50,"kharif","loam","class 9"
"coriander_chinese_parsley","n_5_15","p_10_30","k_10_30",6.2,"t_15_20",80,"kharif","loam","class 7"
"coriander_chinese_parsley","n_5_15","p_10_30","k_10_30",6.8,"t_15_20",80,"kharif","loam","class 7"
"coriander_chinese_parsley","n_5_15","p_10_30","k_10_30",6.2,"t_20_25",80,"kharif","loam","class 6"
"coriander_chinese_parsley","n_5_15","p_10_30","k_10_30",6.8,"t_20_25",80,"kharif","loam","class 7"
"coriander_chinese_parsley","n_5_15","p_10_30","k_10_30",6.2,"t_25_30",80,"kharif","loam","class 7"
"coriander_chinese_parsley","n_5_15","p_10_30","k_10_30",6.8,"t_25_30",80,"kharif","loam","class 9"
"curry_leaf_tree","n_10_30","p_10_30","k_10_30",6,"t_5_10",50,"kharif","loam","class 7"
"curry_leaf_tree","n_10_30","p_10_30","k_10_30",7,"t_5_10",50,"kharif","loam","class 7"
"curry_leaf_tree","n_10_30","p_10_30","k_10_30",6,"t_10_15",50,"kharif","loam","class 7"
"curry_leaf_tree","n_10_30","p_10_30","k_10_30",7,"t_10_15",50,"kharif","loam","class 7"
"curry_leaf_tree","n_10_30","p_10_30","k_10_30",6,"t_5_10",80,"kharif","loam","class 7"
"curry_leaf_tree","n_10_30","p_10_30","k_10_30",7,"t_5_10",80,"kharif","loam","class 7"
"curry_leaf_tree","n_10_30","p_10_30","k_10_30",6,"t_10_15",80,"kharif","loam","class 7"
"curry_leaf_tree","n_10_30","p_10_30","k_10_30",7,"t_10_15",80,"kharif","loam","class 7"
"drumstick_moringa","n_30_50","p_10_30","k_5_15",6.2,"t_25_30",25,"rabi","loam","class 7"
"drumstick_moringa","n_30_50","p_10_30","k_5_15",7,"t_25_30",25,"rabi","loam","class 7"
"drumstick_moringa","n_30_50","p_10_30","k_5_15",6.2,"t_25_30",200,"rabi","loam","class 18"
"drumstick_moringa","n_30_50","p_10_30","k_5_15",7,"t_25_30",200,"rabi","loam","class 18"
"drumstick_moringa","n_30_50","p_10_30","k_5_15",6.2,"t_25_30",25,"rabi","sandy","class 18"
"drumstick_moringa","n_30_50","p_10_30","k_5_15",7,"t_25_30",25,"rabi","sandy","class 18"
"drumstick_moringa","n_30_50","p_10_30","k_5_15",6.2,"t_25_30",200,"rabi","sandy","class 18"
"drumstick_moringa","n_30_50","p_10_30","k_5_15",7,"t_25_30",200,"rabi","sandy","class 18"
"chili_pepper","n_110_130","p_10_30","k_70_90",6.5,"t_20_25",60,"kharif","loam","class 6"
"chili_pepper","n_110_130","p_10_30","k_70_90",7.5,"t_20_25",60,"kharif","loam","class 6"
"chili_pepper","n_110_130","p_10_30","k_70_90",6.5,"t_25_30",60,"kharif","loam","class 9"
"chili_pepper","n_110_130","p_10_30","k_70_90",7.5,"t_25_30",60,"kharif","loam","class 9"
"chili_pepper","n_110_130","p_10_30","k_70_90",6.5,"t_20_25",125,"kharif","loam","class 6"
"chili_pepper","n_110_130","p_10_30","k_70_90",7.5,"t_20_25",125,"kharif","loam","class 6"
"chili_pepper","n_110_130","p_10_30","k_70_90",6.5,"t_25_30",125,"kharif","loam","class 9"
"chili_pepper","n_110_130","p_10_30","k_70_90",7.5,"t_25_30",125,"kharif","loam","class 9"
"okra_ladies_fingers","n_70_90","p_5_15","k_30_50",6,"t_20_25",60,"kharif","loam","class 10"
"okra_ladies_fingers","n_70_90","p_5_15","k_30_50",6.8,"t_20_25",60,"kharif","loam","class 10"
"okra_ladies_fingers","n_70_90","p_5_15","k_30_50",6,"t_25_30",60,"kharif","loam","class 10"
"okra_ladies_fingers","n_70_90","p_5_15","k_30_50",6.8,"t_25_30",60,"kharif","loam","class 9"
"okra_ladies_fingers","n_70_90","p_5_15","k_30_50",6,"t_30_35",60,"kharif","loam","class 10"
"okra_ladies_fingers","n_70_90","p_5_15","k_30_50",6.8,"t_30_35",60,"kharif","loam","class 10"
"okra_ladies_fingers","n_70_90","p_5_15","k_30_50",6,"t_20_25",100,"kharif","loam","class 10"
"okra_ladies_fingers","n_70_90","p_5_15","k_30_50",6.8,"t_20_25",100,"kharif","loam","class 10"
"okra_ladies_fingers","n_70_90","p_5_15","k_30_50",6,"t_25_30",100,"kharif","loam","class 10"
"okra_ladies_fingers","n_70_90","p_5_15","k_30_50",6.8,"t_25_30",100,"kharif","loam","class 9"
"okra_ladies_fingers","n_70_90","p_5_15","k_30_50",6,"t_30_35",100,"kharif","loam","class 10"
"okra_ladies_fingers","n_70_90","p_5_15","k_30_50",6.8,"t_30_35",100,"kharif","loam","class 10"
"mushroom","n_90_110","p_40_60","k_50_70",8.2,"t_20_25",60,"rabi","clay_loam","class 19"
"mushroom","n_90_110","p_40_60","k_50_70",8.5,"t_20_25",60,"rabi","clay_loam","class 19"
"mushroom","n_90_110","p_40_60","k_50_70",8.2,"t_25_30",60,"rabi","clay_loam","class 19"
"mushroom","n_90_110","p_40_60","k_50_70",8.5,"t_25_30",60,"rabi","clay_loam","class 19"
"mushroom","n_90_110","p_40_60","k_50_70",8.2,"t_30_35",60,"rabi","clay_loam","class 19"
"mushroom","n_90_110","p_40_60","k_50_70",8.5,"t_30_35",60,"rabi","clay_loam","class 19"
"mushroom","n_90_110","p_40_60","k_50_70",8.2,"t_20_25",100,"rabi","clay_loam","class 19"
"mushroom","n_90_110","p_40_60","k_50_70",8.5,"t_20_25",100,"rabi","clay_loam","class 19"
"mushroom","n_90_110","p_40_60","k_50_70",8.2,"t_25_30",100,"rabi","clay_loam","class 19"
"mushroom","n_90_110","p_40_60","k_50_70",8.5,"t_25_30",100,"rabi","clay_loam","class 19"
"mushroom","n_90_110","p_40_60","k_50_70",8.2,"t_30_35",100,"rabi","clay_loam","class 19"
"mushroom","n_90_110","p_40_60","k_50_70",8.5,"t_30_35",100,"rabi","clay_loam","class 19"
"onion","n_110_130","p_50_70","k_55_75",5.5,"t_10_15",25,"kharif","sandy_loam","class 3"
"onion","n_110_130","p_50_70","k_55_75",6.5,"t_10_15",25,"kharif","sandy_loam","class 3"
"onion","n_110_130","p_50_70","k_55_75",5.5,"t_15_20",25,"kharif","sandy_loam","class 3"
"onion","n_110_130","p_50_70","k_55_75",6.5,"t_15_20",25,"kharif","sandy_loam","class 3"
"onion","n_110_130","p_50_70","k_55_75",5.5,"t_20_25",25,"kharif","sandy_loam","class 3"
"onion","n_110_130","p_50_70","k_55_75",6.5,"t_20_25",25,"kharif","sandy_loam","class 3"
"onion","n_110_130","p_50_70","k_55_75",5.5,"t_10_15",100,"kharif","sandy_loam","class 3"
"onion","n_110_130","p_50_70","k_55_75",6.5,"t_10_15",100,"kharif","sandy_loam","class 3"
"onion","n_110_130","p_50_70","k_55_75",5.5,"t_15_20",100,"kharif","sandy_loam","class 3"
"onion","n_110_130","p_50_70","k_55_75",6.5,"t_15_20",100,"kharif","sandy_loam","class 3"
"onion","n_110_130","p_50_70","k_55_75",5.5,"t_20_25",100,"kharif","sandy_loam","class 3"
"onion","n_110_130","p_50_70","k_55_75",6.5,"t_20_25",100,"kharif","sandy_loam","class 3"
"onion","n_110_130","p_50_70","k_55_75",5.5,"t_10_15",25,"rabi","sandy_loam","class 20"
"onion","n_110_130","p_50_70","k_55_75",6.5,"t_10_15",25,"rabi","sandy_loam","class 20"
"onion","n_110_130","p_50_70","k_55_75",5.5,"t_15_20",25,"rabi","sandy_loam","class 20"
"onion","n_110_130","p_50_70","k_55_75",6.5,"t_15_20",25,"rabi","sandy_loam","class 20"
"onion","n_110_130","p_50_70","k_55_75",5.5,"t_20_25",25,"rabi","sandy_loam","class 20"
"onion","n_110_130","p_50_70","k_55_75",6.5,"t_20_25",25,"rabi","sandy_loam","class 20"
"onion","n_110_130","p_50_70","k_55_75",5.5,"t_10_15",100,"rabi","sandy_loam","class 20"
"onion","n_110_130","p_50_70","k_55_75",6.5,"t_10_15",100,"rabi","sandy_loam","class 20"
"onion","n_110_130","p_50_70","k_55_75",5.5,"t_15_20",100,"rabi","sandy_loam","class 20"
"onion","n_110_130","p_50_70","k_55_75",6.5,"t_15_20",100,"rabi","sandy_loam","class 11"
"onion","n_110_130","p_50_70","k_55_75",5.5,"t_20_25",100,"rabi","sandy_loam","class 1"
"onion","n_110_130","p_50_70","k_55_75",6.5,"t_20_25",100,"rabi","sandy_loam","class 20"
"onion","n_110_130","p_50_70","k_55_75",5.5,"t_10_15",25,"kharif","clay","class 14"
"onion","n_110_130","p_50_70","k_55_75",6.5,"t_10_15",25,"kharif","clay","class 3"
"onion","n_110_130","p_50_70","k_55_75",5.5,"t_15_20",25,"kharif","clay","class 14"
"onion","n_110_130","p_50_70","k_55_75",6.5,"t_15_20",25,"kharif","clay","class 11"
"onion","n_110_130","p_50_70","k_55_75",5.5,"t_20_25",25,"kharif","clay","class 14"
"onion","n_110_130","p_50_70","k_55_75",6.5,"t_20_25",25,"kharif","clay","class 6"
"onion","n_110_130","p_50_70","k_55_75",5.5,"t_10_15",100,"kharif","clay","class 3"
"onion","n_110_130","p_50_70","k_55_75",6.5,"t_10_15",100,"kharif","clay","class 3"
"onion","n_110_130","p_50_70","k_55_75",5.5,"t_15_20",100,"kharif","clay","class 3"
"onion","n_110_130","p_50_70","k_55_75",6.5,"t_15_20",100,"kharif","clay","class 11"
"onion","n_110_130","p_50_70","k_55_75",5.5,"t_20_25",100,"kharif","clay","class 10"
"onion","n_110_130","p_50_70","k_55_75",6.5,"t_20_25",100,"kharif","clay","class 6"
"onion","n_110_130","p_50_70","k_55_75",5.5,"t_10_15",25,"rabi","clay","class 20"
"onion","n_110_130","p_50_70","k_55_75",6.5,"t_10_15",25,"rabi","clay","class 20"
"onion","n_110_130","p_50_70","k_55_75",5.5,"t_15_20",25,"rabi","clay","class 11"
"onion","n_110_130","p_50_70","k_55_75",6.5,"t_15_20",25,"rabi","clay","class 11"
"onion","n_110_130","p_50_70","k_55_75",5.5,"t_20_25",25,"rabi","clay","class 20"
"onion","n_110_130","p_50_70","k_55_75",6.5,"t_20_25",25,"rabi","clay","class 17"
"onion","n_110_130","p_50_70","k_55_75",5.5,"t_10_15",100,"rabi","clay","class 20"
"onion","n_110_130","p_50_70","k_55_75",6.5,"t_10_15",100,"rabi","clay","class 11"
"onion","n_110_130","p_50_70","k_55_75",5.5,"t_15_20",100,"rabi","clay","class 11"
"onion","n_110_130","p_50_70","k_55_75",6.5,"t_15_20",100,"rabi","clay","class 11"
"onion","n_110_130","p_50_70","k_55_75",5.5,"t_20_25",100,"rabi","clay","class 17"
"onion","n_110_130","p_50_70","k_55_75",6.5,"t_20_25",100,"rabi","clay","class 17"
"potato","n_170_190","p_50_70","k_80_100",4.8,"t_15_20",120,"rabi","loam","class 11"
"potato","n_170_190","p_50_70","k_80_100",5.8,"t_15_20",120,"rabi","loam","class 11"
"potato","n_170_190","p_50_70","k_80_100",4.8,"t_15_20",200,"rabi","loam","class 11"
"potato","n_170_190","p_50_70","k_80_100",5.8,"t_15_20",200,"rabi","loam","class 11"
"pumpkin","n_70_90","p_40_60","k_20_40",6,"t_15_20",50,"rabi","loam","class 7"
"pumpkin","n_70_90","p_40_60","k_20_40",6.5,"t_15_20",50,"rabi","loam","class 7"
"pumpkin","n_70_90","p_40_60","k_20_40",6,"t_20_25",50,"rabi","loam","class 10"
"pumpkin","n_70_90","p_40_60","k_20_40",6.5,"t_20_25",50,"rabi","loam","class 10"
"pumpkin","n_70_90","p_40_60","k_20_40",6,"t_15_20",80,"rabi","loam","class 7"
"pumpkin","n_70_90","p_40_60","k_20_40",6.5,"t_15_20",80,"rabi","loam","class 7"
"pumpkin","n_70_90","p_40_60","k_20_40",6,"t_20_25",80,"rabi","loam","class 10"
"pumpkin","n_70_90","p_40_60","k_20_40",6.5,"t_20_25",80,"rabi","loam","class 10"
"pumpkin","n_70_90","p_40_60","k_20_40",6,"t_15_20",50,"kharif","loam","class 10"
"pumpkin","n_70_90","p_40_60","k_20_40",6.5,"t_15_20",50,"kharif","loam","class 10"
"pumpkin","n_70_90","p_40_60","k_20_40",6,"t_20_25",50,"kharif","loam","class 10"
"pumpkin","n_70_90","p_40_60","k_20_40",6.5,"t_20_25",50,"kharif","loam","class 10"
"pumpkin","n_70_90","p_40_60","k_20_40",6,"t_15_20",80,"kharif","loam","class 10"
"pumpkin","n_70_90","p_40_60","k_20_40",6.5,"t_15_20",80,"kharif","loam","class 10"
"pumpkin","n_70_90","p_40_60","k_20_40",6,"t_20_25",80,"kharif","loam","class 10"
"pumpkin","n_70_90","p_40_60","k_20_40",6.5,"t_20_25",80,"kharif","loam","class 10"
"radish","n_15_35","p_90_110","k_40_60",6.5,"t_10_15",100,"rabi","sandy","class 11"
"radish","n_15_35","p_90_110","k_40_60",7,"t_10_15",100,"rabi","sandy","class 11"
"radish","n_15_35","p_90_110","k_40_60",6.5,"t_15_20",100,"rabi","sandy","class 11"
"radish","n_15_35","p_90_110","k_40_60",7,"t_15_20",100,"rabi","sandy","class 11"
"radish","n_15_35","p_90_110","k_40_60",6.5,"t_20_25",100,"rabi","sandy","class 11"
"radish","n_15_35","p_90_110","k_40_60",7,"t_20_25",100,"rabi","sandy","class 17"
"radish","n_15_35","p_90_110","k_40_60",6.5,"t_10_15",225,"rabi","sandy","class 18"
"radish","n_15_35","p_90_110","k_40_60",7,"t_10_15",225,"rabi","sandy","class 18"
"radish","n_15_35","p_90_110","k_40_60",6.5,"t_15_20",225,"rabi","sandy","class 11"
"radish","n_15_35","p_90_110","k_40_60",7,"t_15_20",225,"rabi","sandy","class 11"
"radish","n_15_35","p_90_110","k_40_60",6.5,"t_20_25",225,"rabi","sandy","class 18"
"radish","n_15_35","p_90_110","k_40_60",7,"t_20_25",225,"rabi","sandy","class 18"
"olive","n_90_110","p_50_70","k_20_40",7,"t_15_20",40,"rabi","loam","class 11"
"olive","n_90_110","p_50_70","k_20_40",8,"t_15_20",40,"rabi","loam","class 11"
"olive","n_90_110","p_50_70","k_20_40",7,"t_15_20",60,"rabi","loam","class 11"
"olive","n_90_110","p_50_70","k_20_40",8,"t_15_20",60,"rabi","loam","class 11"
"olive","n_90_110","p_50_70","k_20_40",7,"t_15_20",40,"kharif","loam","class 11"
"olive","n_90_110","p_50_70","k_20_40",8,"t_15_20",40,"kharif","loam","class 11"
"olive","n_90_110","p_50_70","k_20_40",7,"t_15_20",60,"kharif","loam","class 11"
"olive","n_90_110","p_50_70","k_20_40",8,"t_15_20",60,"kharif","loam","class 11"
"olive","n_90_110","p_50_70","k_20_40",7,"t_15_20",40,"rabi","clay_loam","class 11"
"olive","n_90_110","p_50_70","k_20_40",8,"t_15_20",40,"rabi","clay_loam","class 11"
"olive","n_90_110","p_50_70","k_20_40",7,"t_15_20",60,"rabi","clay_loam","class 11"
"olive","n_90_110","p_50_70","k_20_40",8,"t_15_20",60,"rabi","clay_loam","class 11"
"olive","n_90_110","p_50_70","k_20_40",7,"t_15_20",40,"kharif","clay_loam","class 11"
"olive","n_90_110","p_50_70","k_20_40",8,"t_15_20",40,"kharif","clay_loam","class 11"
"olive","n_90_110","p_50_70","k_20_40",7,"t_15_20",60,"kharif","clay_loam","class 11"
"olive","n_90_110","p_50_70","k_20_40",8,"t_15_20",60,"kharif","clay_loam","class 11"
"sweet_potato","n_80_100","p_10_30","k_110_130",5.8,"t_15_20",75,"rabi","sandy_loam","class 7"
"sweet_potato","n_80_100","p_10_30","k_110_130",6.2,"t_15_20",75,"rabi","sandy_loam","class 7"
"sweet_potato","n_80_100","p_10_30","k_110_130",5.8,"t_20_25",75,"rabi","sandy_loam","class 1"
"sweet_potato","n_80_100","p_10_30","k_110_130",6.2,"t_20_25",75,"rabi","sandy_loam","class 7"
"sweet_potato","n_80_100","p_10_30","k_110_130",5.8,"t_25_30",75,"rabi","sandy_loam","class 20"
"sweet_potato","n_80_100","p_10_30","k_110_130",6.2,"t_25_30",75,"rabi","sandy_loam","class 20"
"sweet_potato","n_80_100","p_10_30","k_110_130",5.8,"t_15_20",150,"rabi","sandy_loam","class 7"
"sweet_potato","n_80_100","p_10_30","k_110_130",6.2,"t_15_20",150,"rabi","sandy_loam","class 7"
"sweet_potato","n_80_100","p_10_30","k_110_130",5.8,"t_20_25",150,"rabi","sandy_loam","class 1"
"sweet_potato","n_80_100","p_10_30","k_110_130",6.2,"t_20_25",150,"rabi","sandy_loam","class 1"
"sweet_potato","n_80_100","p_10_30","k_110_130",5.8,"t_25_30",150,"rabi","sandy_loam","class 18"
"sweet_potato","n_80_100","p_10_30","k_110_130",6.2,"t_25_30",150,"rabi","sandy_loam","class 18"
"fenugreek","n_20_40","p_15_35","k_30_50",6,"t_10_15",50,"rabi","loam","class 12"
"fenugreek","n_20_40","p_15_35","k_30_50",7,"t_10_15",50,"rabi","loam","class 7"
"fenugreek","n_20_40","p_15_35","k_30_50",6,"t_15_20",50,"rabi","loam","class 7"
"fenugreek","n_20_40","p_15_35","k_30_50",7,"t_15_20",50,"rabi","loam","class 7"
"fenugreek","n_20_40","p_15_35","k_30_50",6,"t_20_25",50,"rabi","loam","class 10"
"fenugreek","n_20_40","p_15_35","k_30_50",7,"t_20_25",50,"rabi","loam","class 10"
"fenugreek","n_20_40","p_15_35","k_30_50",6,"t_25_30",50,"rabi","loam","class 20"
"fenugreek","n_20_40","p_15_35","k_30_50",7,"t_25_30",50,"rabi","loam","class 9"
"fenugreek","n_20_40","p_15_35","k_30_50",6,"t_10_15",80,"rabi","loam","class 12"
"fenugreek","n_20_40","p_15_35","k_30_50",7,"t_10_15",80,"rabi","loam","class 11"
"fenugreek","n_20_40","p_15_35","k_30_50",6,"t_15_20",80,"rabi","loam","class 7"
"fenugreek","n_20_40","p_15_35","k_30_50",7,"t_15_20",80,"rabi","loam","class 11"
"fenugreek","n_20_40","p_15_35","k_30_50",6,"t_20_25",80,"rabi","loam","class 10"
"fenugreek","n_20_40","p_15_35","k_30_50",7,"t_20_25",80,"rabi","loam","class 10"
"fenugreek","n_20_40","p_15_35","k_30_50",6,"t_25_30",80,"rabi","loam","class 13"
"fenugreek","n_20_40","p_15_35","k_30_50",7,"t_25_30",80,"rabi","loam","class 11"
"spinach","n_50_70","p_50_70","k_40_60",6.5,"t_15_20",50,"rabi","loam","class 11"
"spinach","n_50_70","p_50_70","k_40_60",7,"t_15_20",50,"rabi","loam","class 11"
"spinach","n_50_70","p_50_70","k_40_60",6.5,"t_15_20",80,"rabi","loam","class 11"
"spinach","n_50_70","p_50_70","k_40_60",7,"t_15_20",80,"rabi","loam","class 11"
"ridge_gourd","n_80_100","p_40_60","k_10_30",6.5,"t_15_20",50,"kharif","sandy_loam","class 7"
"ridge_gourd","n_80_100","p_40_60","k_10_30",7.5,"t_15_20",50,"kharif","sandy_loam","class 7"
"ridge_gourd","n_80_100","p_40_60","k_10_30",6.5,"t_20_25",50,"kharif","sandy_loam","class 7"
"ridge_gourd","n_80_100","p_40_60","k_10_30",7.5,"t_20_25",50,"kharif","sandy_loam","class 19"
"ridge_gourd","n_80_100","p_40_60","k_10_30",6.5,"t_15_20",80,"kharif","sandy_loam","class 7"
"ridge_gourd","n_80_100","p_40_60","k_10_30",7.5,"t_15_20",80,"kharif","sandy_loam","class 7"
"ridge_gourd","n_80_100","p_40_60","k_10_30",6.5,"t_20_25",80,"kharif","sandy_loam","class 7"
"ridge_gourd","n_80_100","p_40_60","k_10_30",7.5,"t_20_25",80,"kharif","sandy_loam","class 19"
"indian_gooseberry_amla","n_10_30","p_40_60","k_10_30",6,"t_0_5",63,"rabi","loam","class 19"
"indian_gooseberry_amla","n_10_30","p_40_60","k_10_30",8,"t_0_5",63,"rabi","loam","class 19"
"indian_gooseberry_amla","n_10_30","p_40_60","k_10_30",6,"t_5_10",63,"rabi","loam","class 19"
"indian_gooseberry_amla","n_10_30","p_40_60","k_10_30",8,"t_5_10",63,"rabi","loam","class 19"
"indian_gooseberry_amla","n_10_30","p_40_60","k_10_30",6,"t_10_15",63,"rabi","loam","class 19"
"indian_gooseberry_amla","n_10_30","p_40_60","k_10_30",8,"t_10_15",63,"rabi","loam","class 19"
"indian_gooseberry_amla","n_10_30","p_40_60","k_10_30",6,"t_15_20",63,"rabi","loam","class 7"
"indian_gooseberry_amla","n_10_30","p_40_60","k_10_30",8,"t_15_20",63,"rabi","loam","class 19"
"indian_gooseberry_amla","n_10_30","p_40_60","k_10_30",6,"t_20_25",63,"rabi","loam","class 19"
"indian_gooseberry_amla","n_10_30","p_40_60","k_10_30",8,"t_20_25",63,"rabi","loam","class 19"
"indian_gooseberry_amla","n_10_30","p_40_60","k_10_30",6,"t_25_30",63,"rabi","loam","class 20"
"indian_gooseberry_amla","n_10_30","p_40_60","k_10_30",8,"t_25_30",63,"rabi","loam","class 19"
"indian_gooseberry_amla","n_10_30","p_40_60","k_10_30",6,"t_30_35",63,"rabi","loam","class 19"
"indian_gooseberry_amla","n_10_30","p_40_60","k_10_30",8,"t_30_35",63,"rabi","loam","class 19"
"indian_gooseberry_amla","n_10_30","p_40_60","k_10_30",6,"t_35_40",63,"rabi","loam","class 19"
"indian_gooseberry_amla","n_10_30","p_40_60","k_10_30",8,"t_35_40",63,"rabi","loam","class 19"
"indian_gooseberry_amla","n_10_30","p_40_60","k_10_30",6,"t_40_45",63,"rabi","loam","class 19"
"indian_gooseberry_amla","n_10_30","p_40_60","k_10_30",8,"t_40_45",63,"rabi","loam","class 19"
"indian_gooseberry_amla","n_10_30","p_40_60","k_10_30",6,"t_0_5",80,"rabi","loam","class 19"
"indian_gooseberry_amla","n_10_30","p_40_60","k_10_30",8,"t_0_5",80,"rabi","loam","class 19"
"indian_gooseberry_amla","n_10_30","p_40_60","k_10_30",6,"t_5_10",80,"rabi","loam","class 19"
"indian_gooseberry_amla","n_10_30","p_40_60","k_10_30",8,"t_5_10",80,"rabi","loam","class 19"
"indian_gooseberry_amla","n_10_30","p_40_60","k_10_30",6,"t_10_15",80,"rabi","loam","class 19"
"indian_gooseberry_amla","n_10_30","p_40_60","k_10_30",8,"t_10_15",80,"rabi","loam","class 19"
"indian_gooseberry_amla","n_10_30","p_40_60","k_10_30",6,"t_15_20",80,"rabi","loam","class 7"
"indian_gooseberry_amla","n_10_30","p_40_60","k_10_30",8,"t_15_20",80,"rabi","loam","class 19"
"indian_gooseberry_amla","n_10_30","p_40_60","k_10_30",6,"t_20_25",80,"rabi","loam","class 19"
"indian_gooseberry_amla","n_10_30","p_40_60","k_10_30",8,"t_20_25",80,"rabi","loam","class 19"
"indian_gooseberry_amla","n_10_30","p_40_60","k_10_30",6,"t_25_30",80,"rabi","loam","class 20"
"indian_gooseberry_amla","n_10_30","p_40_60","k_10_30",8,"t_25_30",80,"rabi","loam","class 19"
"indian_gooseberry_amla","n_10_30","p_40_60","k_10_30",6,"t_30_35",80,"rabi","loam","class 19"
"indian_gooseberry_amla","n_10_30","p_40_60","k_10_30",8,"t_30_35",80,"rabi","loam","class 19"
