"crops","nitrogen","phosphorus","potassium","ph","temperature","annual_rainfall","season","soil_type","category"
"mango",20,20,30,7.5,27,89,"rabi","lateritic","class 1"
"mango",30,20,30,7.5,27,89,"rabi","lateritic","class 1"
"mango",10,30,30,7.5,27,89,"rabi","lateritic","class 1"
"mango",20,30,30,7.5,27,89,"rabi","lateritic","class 1"
"mango",30,30,30,7.5,27,89,"rabi","lateritic","class 1"
"mango",10,10,40,7.5,27,89,"rabi","lateritic","class 1"
"mango",20,10,40,7.5,27,89,"rabi","lateritic","class 1"
"mango",30,10,40,7.5,27,89,"rabi","lateritic","class 1"
"mango",10,20,40,7.5,27,89,"rabi","lateritic","class 1"
"mango",20,20,40,7.5,27,89,"rabi","lateritic","class 1"
"mango",30,20,40,7.5,27,89,"rabi","lateritic","class 1"
"mango",10,30,40,7.5,27,89,"rabi","lateritic","class 1"
"mango",20,30,40,7.5,27,89,"rabi","lateritic","class 1"
"mango",30,30,40,7.5,27,89,"rabi","lateritic","class 1"
"mango",10,10,20,5.5,36,89,"rabi","lateritic","class 1"
"mango",20,10,20,5.5,36,89,"rabi","lateritic","class 1"
"mango",30,10,20,5.5,36,89,"rabi","lateritic","class 1"
"mango",10,20,20,5.5,36,89,"rabi","lateritic","class 1"
"mango",20,20,20,5.5,36,89,"rabi","lateritic","class 1"
"mango",30,20,20,5.5,36,89,"rabi","lateritic","class 1"
"mango",10,30,20,5.5,36,89,"rabi","lateritic","class 1"
"mango",20,30,20,5.5,36,89,"rabi","lateritic","class 1"
"mango",30,30,20,5.5,36,89,"rabi","lateritic","class 1"
"mango",10,10,30,5.5,36,89,"rabi","lateritic","class 1"
"mango",20,10,30,5.5,36,89,"rabi","lateritic","class 1"
"mango",30,10,30,5.5,36,89,"rabi","lateritic","class 1"
"mango",10,20,30,5.5,36,89,"rabi","lateritic","class 1"
"mango",20,20,30,5.5,36,89,"rabi","lateritic","class 1"
"mango",30,20,30,5.5,36,89,"rabi","lateritic","class 1"
"mango",10,30,30,5.5,36,89,"rabi","lateritic","class 1"
"mango",20,30,30,5.5,36,89,"rabi","lateritic","class 1"
"mango",30,30,30,5.5,36,89,"rabi","lateritic","class 1"
"mango",10,10,40,5.5,36,89,"rabi","lateritic","class 1"
"mango",20,10,40,5.5,36,89,"rabi","lateritic","class 1"
"mango",30,10,40,5.5,36,89,"rabi","lateritic","class 1"
"mango",10,20,40,5.5,36,89,"rabi","lateritic","class 1"
"mango",20,20,40,5.5,36,89,"rabi","lateritic","class 1"
"mango",30,20,40,5.5,36,89,"rabi","lateritic","class 1"
"mango",10,30,40,5.5,36,89,"rabi","lateritic","class 1"
"mango",20,30,40,5.5,36,89,"rabi","lateritic","class 1"
"mango",30,30,40,5.5,36,89,"rabi","lateritic","class 1"
"mango",10,10,20,7.5,36,89,"rabi","lateritic","class 1"
"mango",20,10,20,7.5,36,89,"rabi","lateritic","class 1"
"mango",30,10,20,7.5,36,89,"rabi","lateritic","class 1"
"mango",10,20,20,7.5,36,89,"rabi","lateritic","class 1"
"mango",20,20,20,7.5,36,89,"rabi","lateritic","class 1"
"mango",30,20,20,7.5,36,89,"rabi","lateritic","class 1"
"mango",10,30,20,7.5,36,89,"rabi","lateritic","class 1"
"mango",20,30,20,7.5,36,89,"rabi","lateritic","class 1"
"mango",30,30,20,7.5,36,89,"rabi","lateritic","class 1"
"mango",10,10,30,7.5,36,89,"rabi","lateritic","class 1"
"mango",20,10,30,7.5,36,89,"rabi","lateritic","class 1"
"mango",30,10,30,7.5,36,89,"rabi","lateritic","class 1"
"mango",10,20,30,7.5,36,89,"rabi","lateritic","class 1"
"mango",20,20,30,7.5,36,89,"rabi","lateritic","class 1"
"mango",30,20,30,7.5,36,89,"rabi","lateritic","class 1"
"mango",10,30,30,7.5,36,89,"rabi","lateritic","class 1"
"mango",20,30,30,7.5,36,89,"rabi","lateritic","class 1"
"mango",30,30,30,7.5,36,89,"rabi","lateritic","class 1"
"mango",10,10,40,7.5,36,89,"rabi","lateritic","class 1"
"mango",20,10,40,7.5,36,89,"rabi","lateritic","class 1"
"mango",30,10,40,7.5,36,89,"rabi","lateritic","class 1"
"mango",10,20,40,7.5,36,89,"rabi","lateritic","class 1"
"mango",20,20,40,7.5,36,89,"rabi","lateritic","class 1"
"mango",30,20,40,7.5,36,89,"rabi","lateritic","class 1"
"mango",10,30,40,7.5,36,89,"rabi","lateritic","class 1"
"mango",20,30,40,7.5,36,89,"rabi","lateritic","class 1"
"mango",30,30,40,7.5,36,89,"rabi","lateritic","class 1"
"mango",10,10,20,5.5,27,150,"rabi","lateritic","class 1"
"mango",20,10,20,5.5,27,150,"rabi","lateritic","class 1"
"mango",30,10,20,5.5,27,150,"rabi","lateritic","class 1"
"mango",10,20,20,5.5,27,150,"rabi","lateritic","class 1"
"mango",20,20,20,5.5,27,150,"rabi","lateritic","class 1"
"mango",30,20,20,5.5,27,150,"rabi","lateritic","class 1"
"mango",10,30,20,5.5,27,150,"rabi","lateritic","class 1"
"mango",20,30,20,5.5,27,150,"rabi","lateritic","class 1"
"mango",30,30,20,5.5,27,150,"rabi","lateritic","class 1"
"mango",10,10,30,5.5,27,150,"rabi","lateritic","class 1"
"mango",20,10,30,5.5,27,150,"rabi","lateritic","class 1"
"mango",30,10,30,5.5,27,150,"rabi","lateritic","class 1"
"mango",10,20,30,5.5,27,150,"rabi","lateritic","class 1"
"mango",20,20,30,5.5,27,150,"rabi","lateritic","class 1"
"mango",30,20,30,5.5,27,150,"rabi","lateritic","class 1"
"mango",10,30,30,5.5,27,150,"rabi","lateritic","class 1"
"mango",20,30,30,5.5,27,150,"rabi","lateritic","class 1"
"mango",30,30,30,5.5,27,150,"rabi","lateritic","class 1"
"mango",10,10,40,5.5,27,150,"rabi","lateritic","class 1"
"mango",20,10,40,5.5,27,150,"rabi","lateritic","class 1"
"mango",30,10,40,5.5,27,150,"rabi","lateritic","class 1"
"mango",10,20,40,5.5,27,150,"rabi","lateritic","class 1"
"mango",20,20,40,5.5,27,150,"rabi","lateritic","class 1"
"mango",30,20,40,5.5,27,150,"rabi","lateritic","class 1"
"mango",10,30,40,5.5,27,150,"rabi","lateritic","class 1"
"mango",20,30,40,5.5,27,150,"rabi","lateritic","class 1"
"mango",30,30,40,5.5,27,150,"rabi","lateritic","class 1"
"mango",10,10,20,7.5,27,150,"rabi","lateritic","class 1"
"mango",20,10,20,7.5,27,150,"rabi","lateritic","class 1"
"mango",30,10,20,7.5,27,150,"rabi","lateritic","class 1"
"mango",10,20,20,7.5,27,150,"rabi","lateritic","class 1"
"mango",20,20,20,7.5,27,150,"rabi","lateritic","class 1"
"mango",30,20,20,7.5,27,150,"rabi","lateritic","class 1"
"mango",10,30,20,7.5,27,150,"rabi","lateritic","class 1"
"mango",20,30,20,7.5,27,150,"rabi","lateritic","class 1"
"mango",30,30,20,7.5,27,150,"rabi","lateritic","class 1"
"mango",10,10,30,7.5,27,150,"rabi","lateritic","class 1"
"mango",20,10,30,7.5,27,150,"rabi","lateritic","class 1"
"mango",30,10,30,7.5,27,150,"rabi","lateritic","class 1"
"mango",10,20,30,7.5,27,150,"rabi","lateritic","class 1"
"mango",20,20,30,7.5,27,150,"rabi","lateritic","class 1"
"mango",30,20,30,7.5,27,150,"rabi","lateritic","class 1"
"mango",10,30,30,7.5,27,150,"rabi","lateritic","class 1"
"mango",20,30,30,7.5,27,150,"rabi","lateritic","class 1"
"mango",30,30,30,7.5,27,150,"rabi","lateritic","class 1"
"mango",10,10,40,7.5,27,150,"rabi","lateritic","class 1"
"mango",20,10,40,7.5,27,150,"rabi","lateritic","class 1"
"mango",30,10,40,7.5,27,150,"rabi","lateritic","class 1"
"mango",10,20,40,7.5,27,150,"rabi","lateritic","class 1"
"mango",20,20,40,7.5,27,150,"rabi","lateritic","class 1"
"mango",30,20,40,7.5,27,150,"rabi","lateritic","class 1"
"mango",10,30,40,7.5,27,150,"rabi","lateritic","class 1"
"mango",20,30,40,7.5,27,150,"rabi","lateritic","class 1"
"mango",30,30,40,7.5,27,150,"rabi","lateritic","class 1"
"mango",10,10,20,5.5,36,150,"rabi","lateritic","class 1"
"mango",20,10,20,5.5,36,150,"rabi","lateritic","class 1"
"mango",30,10,20,5.5,36,150,"rabi","lateritic","class 1"
"mango",10,20,20,5.5,36,150,"rabi","lateritic","class 1"
"mango",20,20,20,5.5,36,150,"rabi","lateritic","class 1"
"mango",30,20,20,5.5,36,150,"rabi","lateritic","class 1"
"mango",10,30,20,5.5,36,150,"rabi","lateritic","class 1"
"mango",20,30,20,5.5,36,150,"rabi","lateritic","class 1"
"mango",30,30,20,5.5,36,150,"rabi","lateritic","class 1"
"mango",10,10,30,5.5,36,150,"rabi","lateritic","class 1"
"mango",20,10,30,5.5,36,150,"rabi","lateritic","class 1"
"mango",30,10,30,5.5,36,150,"rabi","lateritic","class 1"
"mango",10,20,30,5.5,36,150,"rabi","lateritic","class 1"
"mango",20,20,30,5.5,36,150,"rabi","lateritic","class 1"
"mango",30,20,30,5.5,36,150,"rabi","lateritic","class 1"
"mango",10,30,30,5.5,36,150,"rabi","lateritic","class 1"
"mango",20,30,30,5.5,36,150,"rabi","lateritic","class 1"
"mango",30,30,30,5.5,36,150,"rabi","lateritic","class 1"
"mango",10,10,40,5.5,36,150,"rabi","lateritic","class 1"
"mango",20,10,40,5.5,36,150,"rabi","lateritic","class 1"
"mango",30,10,40,5.5,36,150,"rabi","lateritic","class 1"
"mango",10,20,40,5.5,36,150,"rabi","lateritic","class 1"
"mango",20,20,40,5.5,36,150,"rabi","lateritic","class 1"
"mango",30,20,40,5.5,36,150,"rabi","lateritic","class 1"
"mango",10,30,40,5.5,36,150,"rabi","lateritic","class 1"
"mango",20,30,40,5.5,36,150,"rabi","lateritic","class 1"
"mango",30,30,40,5.5,36,150,"rabi","lateritic","class 1"
"mango",10,10,20,7.5,36,150,"rabi","lateritic","class 1"
"mango",20,10,20,7.5,36,150,"rabi","lateritic","class 1"
"mango",30,10,20,7.5,36,150,"rabi","lateritic","class 1"
"mango",10,20,20,7.5,36,150,"rabi","lateritic","class 1"
"mango",20,20,20,7.5,36,150,"rabi","lateritic","class 1"
"mango",30,20,20,7.5,36,150,"rabi","lateritic","class 1"
"mango",10,30,20,7.5,36,150,"rabi","lateritic","class 1"
"mango",20,30,20,7.5,36,150,"rabi","lateritic","class 1"
"mango",30,30,20,7.5,36,150,"rabi","lateritic","class 1"
"mango",10,10,30,7.5,36,150,"rabi","lateritic","class 1"
"mango",20,10,30,7.5,36,150,"rabi","lateritic","class 1"
"mango",30,10,30,7.5,36,150,"rabi","lateritic","class 1"
"mango",10,20,30,7.5,36,150,"rabi","lateritic","class 1"
"mango",20,20,30,7.5,36,150,"rabi","lateritic","class 1"
"mango",30,20,30,7.5,36,150,"rabi","lateritic","class 1"
"mango",10,30,30,7.5,36,150,"rabi","lateritic","class 1"
"mango",20,30,30,7.5,36,150,"rabi","lateritic","class 1"
"mango",30,30,30,7.5,36,150,"rabi","lateritic","class 1"
"mango",10,10,40,7.5,36,150,"rabi","lateritic","class 1"
"mango",20,10,40,7.5,36,150,"rabi","lateritic","class 1"
"mango",30,10,40,7.5,36,150,"rabi","lateritic","class 1"
"mango",10,20,40,7.5,36,150,"rabi","lateritic","class 1"
"mango",20,20,40,7.5,36,150,"rabi","lateritic","class 1"
"mango",30,20,40,7.5,36,150,"rabi","lateritic","class 1"
"mango",10,30,40,7.5,36,150,"rabi","lateritic","class 1"
"mango",20,30,40,7.5,36,150,"rabi","lateritic","class 1"
"mango",30,30,40,7.5,36,150,"rabi","lateritic","class 1"
"mango",10,10,20,5.5,27,89,"rabi","alluvial","class 1"
"mango",20,10,20,5.5,27,89,"rabi","alluvial","class 1"
"mango",30,10,20,5.5,27,89,"rabi","alluvial","class 1"
"mango",10,20,20,5.5,27,89,"rabi","alluvial","class 1"
"mango",20,20,20,5.5,27,89,"rabi","alluvial","class 1"
"mango",30,20,20,5.5,27,89,"rabi","alluvial","class 1"
"mango",10,30,20,5.5,27,89,"rabi","alluvial","class 1"
"mango",20,30,20,5.5,27,89,"rabi","alluvial","class 1"
"mango",30,30,20,5.5,27,89,"rabi","alluvial","class 1"
"mango",10,10,30,5.5,27,89,"rabi","alluvial","class 1"
"mango",20,10,30,5.5,27,89,"rabi","alluvial","class 1"
"mango",30,10,30,5.5,27,89,"rabi","alluvial","class 1"
"mango",10,20,30,5.5,27,89,"rabi","alluvial","class 1"
"mango",20,20,30,5.5,27,89,"rabi","alluvial","class 1"
"mango",30,20,30,5.5,27,89,"rabi","alluvial","class 1"
"mango",10,30,30,5.5,27,89,"rabi","alluvial","class 1"
"mango",20,30,30,5.5,27,89,"rabi","alluvial","class 1"
"mango",30,30,30,5.5,27,89,"rabi","alluvial","class 1"
"mango",10,10,40,5.5,27,89,"rabi","alluvial","class 1"
"mango",20,10,40,5.5,27,89,"rabi","alluvial","class 1"
"mango",30,10,40,5.5,27,89,"rabi","alluvial","class 1"
"mango",10,20,40,5.5,27,89,"rabi","alluvial","class 1"
"mango",20,20,40,5.5,27,89,"rabi","alluvial","class 1"
"mango",30,20,40,5.5,27,89,"rabi","alluvial","class 1"
"mango",10,30,40,5.5,27,89,"rabi","alluvial","class 1"
"mango",20,30,40,5.5,27,89,"rabi","alluvial","class 1"
"mango",30,30,40,5.5,27,89,"rabi","alluvial","class 1"
"mango",10,10,20,7.5,27,89,"rabi","alluvial","class 1"
"mango",20,10,20,7.5,27,89,"rabi","alluvial","class 1"
"mango",30,10,20,7.5,27,89,"rabi","alluvial","class 1"
"mango",10,20,20,7.5,27,89,"rabi","alluvial","class 1"
"mango",20,20,20,7.5,27,89,"rabi","alluvial","class 1"
"mango",30,20,20,7.5,27,89,"rabi","alluvial","class 1"
"mango",10,30,20,7.5,27,89,"rabi","alluvial","class 1"
"mango",20,30,20,7.5,27,89,"rabi","alluvial","class 1"
"mango",30,30,20,7.5,27,89,"rabi","alluvial","class 1"
"mango",10,10,30,7.5,27,89,"rabi","alluvial","class 1"
"mango",20,10,30,7.5,27,89,"rabi","alluvial","class 1"
"mango",30,10,30,7.5,27,89,"rabi","alluvial","class 1"
"mango",10,20,30,7.5,27,89,"rabi","alluvial","class 1"
"mango",20,20,30,7.5,27,89,"rabi","alluvial","class 1"
"mango",30,20,30,7.5,27,89,"rabi","alluvial","class 1"
"mango",10,30,30,7.5,27,89,"rabi","alluvial","class 1"
"mango",20,30,30,7.5,27,89,"rabi","alluvial","class 1"
"mango",30,30,30,7.5,27,89,"rabi","alluvial","class 1"
"mango",10,10,40,7.5,27,89,"rabi","alluvial","class 1"
"mango",20,10,40,7.5,27,89,"rabi","alluvial","class 1"
"mango",30,10,40,7.5,27,89,"rabi","alluvial","class 1"
"mango",10,20,40,7.5,27,89,"rabi","alluvial","class 1"
"mango",20,20,40,7.5,27,89,"rabi","alluvial","class 1"
"mango",30,20,40,7.5,27,89,"rabi","alluvial","class 1"
"mango",10,30,40,7.5,27,89,"rabi","alluvial","class 1"
"mango",20,30,40,7.5,27,89,"rabi","alluvial","class 1"
"mango",30,30,40,7.5,27,89,"rabi","alluvial","class 1"
"mango",10,10,20,5.5,36,89,"rabi","alluvial","class 1"
"mango",20,10,20,5.5,36,89,"rabi","alluvial","class 1"
"mango",30,10,20,5.5,36,89,"rabi","alluvial","class 1"
"mango",10,20,20,5.5,36,89,"rabi","alluvial","class 1"
"mango",20,20,20,5.5,36,89,"rabi","alluvial","class 1"
"mango",30,20,20,5.5,36,89,"rabi","alluvial","class 1"
"mango",10,30,20,5.5,36,89,"rabi","alluvial","class 1"
"mango",20,30,20,5.5,36,89,"rabi","alluvial","class 1"
"mango",30,30,20,5.5,36,89,"rabi","alluvial","class 1"
"mango",10,10,30,5.5,36,89,"rabi","alluvial","class 1"
"mango",20,10,30,5.5,36,89,"rabi","alluvial","class 1"
"mango",30,10,30,5.5,36,89,"rabi","alluvial","class 1"
"mango",10,20,30,5.5,36,89,"rabi","alluvial","class 1"
"mango",20,20,30,5.5,36,89,"rabi","alluvial","class 1"
"mango",30,20,30,5.5,36,89,"rabi","alluvial","class 1"
"mango",10,30,30,5.5,36,89,"rabi","alluvial","class 1"
"mango",20,30,30,5.5,36,89,"rabi","alluvial","class 1"
"mango",30,30,30,5.5,36,89,"rabi","alluvial","class 1"
"mango",10,10,40,5.5,36,89,"rabi","alluvial","class 1"
"mango",20,10,40,5.5,36,89,"rabi","alluvial","class 1"
"mango",30,10,40,5.5,36,89,"rabi","alluvial","class 1"
"mango",10,20,40,5.5,36,89,"rabi","alluvial","class 1"
"mango",20,20,40,5.5,36,89,"rabi","alluvial","class 1"
"mango",30,20,40,5.5,36,89,"rabi","alluvial","class 1"
"mango",10,30,40,5.5,36,89,"rabi","alluvial","class 1"
"mango",20,30,40,5.5,36,89,"rabi","alluvial","class 1"
"mango",30,30,40,5.5,36,89,"rabi","alluvial","class 1"
"mango",10,10,20,7.5,36,89,"rabi","alluvial","class 1"
"mango",20,10,20,7.5,36,89,"rabi","alluvial","class 1"
"mango",30,10,20,7.5,36,89,"rabi","alluvial","class 1"
"mango",10,20,20,7.5,36,89,"rabi","alluvial","class 1"
"mango",20,20,20,7.5,36,89,"rabi","alluvial","class 1"
"mango",30,20,20,7.5,36,89,"rabi","alluvial","class 1"
"mango",10,30,20,7.5,36,89,"rabi","alluvial","class 1"
"mango",20,30,20,7.5,36,89,"rabi","alluvial","class 1"
"mango",30,30,20,7.5,36,89,"rabi","alluvial","class 1"
"mango",10,10,30,7.5,36,89,"rabi","alluvial","class 1"
"mango",20,10,30,7.5,36,89,"rabi","alluvial","class 1"
"mango",30,10,30,7.5,36,89,"rabi","alluvial","class 1"
"mango",10,20,30,7.5,36,89,"rabi","alluvial","class 1"
"mango",20,20,30,7.5,36,89,"rabi","alluvial","class 1"
"mango",30,20,30,7.5,36,89,"rabi","alluvial","class 1"
"mango",10,30,30,7.5,36,89,"rabi","alluvial","class 1"
"mango",20,30,30,7.5,36,89,"rabi","alluvial","class 1"
"mango",30,30,30,7.5,36,89,"rabi","alluvial","class 1"
"mango",10,10,40,7.5,36,89,"rabi","alluvial","class 1"
"mango",20,10,40,7.5,36,89,"rabi","alluvial","class 1"
"mango",30,10,40,7.5,36,89,"rabi","alluvial","class 1"
"mango",10,20,40,7.5,36,89,"rabi","alluvial","class 1"
"mango",20,20,40,7.5,36,89,"rabi","alluvial","class 1"
"mango",30,20,40,7.5,36,89,"rabi","alluvial","class 1"
"mango",10,30,40,7.5,36,89,"rabi","alluvial","class 1"
"mango",20,30,40,7.5,36,89,"rabi","alluvial","class 1"
"mango",30,30,40,7.5,36,89,"rabi","alluvial","class 1"
"mango",10,10,20,5.5,27,150,"rabi","alluvial","class 1"
"mango",20,10,20,5.5,27,150,"rabi","alluvial","class 1"
"mango",30,10,20,5.5,27,150,"rabi","alluvial","class 1"
"mango",10,20,20,5.5,27,150,"rabi","alluvial","class 1"
"mango",20,20,20,5.5,27,150,"rabi","alluvial","class 1"
"mango",30,20,20,5.5,27,150,"rabi","alluvial","class 1"
"mango",10,30,20,5.5,27,150,"rabi","alluvial","class 1"
"mango",20,30,20,5.5,27,150,"rabi","alluvial","class 1"
"mango",30,30,20,5.5,27,150,"rabi","alluvial","class 1"
"mango",10,10,30,5.5,27,150,"rabi","alluvial","class 1"
"mango",20,10,30,5.5,27,150,"rabi","alluvial","class 1"
"mango",30,10,30,5.5,27,150,"rabi","alluvial","class 1"
"mango",10,20,30,5.5,27,150,"rabi","alluvial","class 1"
"mango",20,20,30,5.5,27,150,"rabi","alluvial","class 1"
"mango",30,20,30,5.5,27,150,"rabi","alluvial","class 1"
"mango",10,30,30,5.5,27,150,"rabi","alluvial","class 1"
"mango",20,30,30,5.5,27,150,"rabi","alluvial","class 1"
"mango",30,30,30,5.5,27,150,"rabi","alluvial","class 1"
"mango",10,10,40,5.5,27,150,"rabi","alluvial","class 1"
"mango",20,10,40,5.5,27,150,"rabi","alluvial","class 1"
"mango",30,10,40,5.5,27,150,"rabi","alluvial","class 1"
"mango",10,20,40,5.5,27,150,"rabi","alluvial","class 1"
"mango",20,20,40,5.5,27,150,"rabi","alluvial","class 1"
"mango",30,20,40,5.5,27,150,"rabi","alluvial","class 1"
"mango",10,30,40,5.5,27,150,"rabi","alluvial","class 1"
"mango",20,30,40,5.5,27,150,"rabi","alluvial","class 1"
"mango",30,30,40,5.5,27,150,"rabi","alluvial","class 1"
"mango",10,10,20,7.5,27,150,"rabi","alluvial","class 1"
"mango",20,10,20,7.5,27,150,"rabi","alluvial","class 1"
"mango",30,10,20,7.5,27,150,"rabi","alluvial","class 1"
"mango",10,20,20,7.5,27,150,"rabi","alluvial","class 1"
"mango",20,20,20,7.5,27,150,"rabi","alluvial","class 1"
"mango",30,20,20,7.5,27,150,"rabi","alluvial","class 1"
"mango",10,30,20,7.5,27,150,"rabi","alluvial","class 1"
"mango",20,30,20,7.5,27,150,"rabi","alluvial","class 1"
"mango",30,30,20,7.5,27,150,"rabi","alluvial","class 1"
"mango",10,10,30,7.5,27,150,"rabi","alluvial","class 1"
"mango",20,10,30,7.5,27,150,"rabi","alluvial","class 1"
"mango",30,10,30,7.5,27,150,"rabi","alluvial","class 1"
"mango",10,20,30,7.5,27,150,"rabi","alluvial","class 1"
"mango",20,20,30,7.5,27,150,"rabi","alluvial","class 1"
"mango",30,20,30,7.5,27,150,"rabi","alluvial","class 1"
"mango",10,30,30,7.5,27,150,"rabi","alluvial","class 1"
"mango",20,30,30,7.5,27,150,"rabi","alluvial","class 1"
"mango",30,30,30,7.5,27,150,"rabi","alluvial","class 1"
"mango",10,10,40,7.5,27,150,"rabi","alluvial","class 1"
"mango",20,10,40,7.5,27,150,"rabi","alluvial","class 1"
"mango",30,10,40,7.5,27,150,"rabi","alluvial","class 1"
"mango",10,20,40,7.5,27,150,"rabi","alluvial","class 1"
"mango",20,20,40,7.5,27,150,"rabi","alluvial","class 1"
"mango",30,20,40,7.5,27,150,"rabi","alluvial","class 1"
"mango",10,30,40,7.5,27,150,"rabi","alluvial","class 1"
"mango",20,30,40,7.5,27,150,"rabi","alluvial","class 1"
"mango",30,30,40,7.5,27,150,"rabi","alluvial","class 1"
"mango",10,10,20,5.5,36,150,"rabi","alluvial","class 1"
"mango",20,10,20,5.5,36,150,"rabi","alluvial","class 1"
"mango",30,10,20,5.5,36,150,"rabi","alluvial","class 1"
"mango",10,20,20,5.5,36,150,"rabi","alluvial","class 1"
"mango",20,20,20,5.5,36,150,"rabi","alluvial","class 1"
"mango",30,20,20,5.5,36,150,"rabi","alluvial","class 1"
"mango",10,30,20,5.5,36,150,"rabi","alluvial","class 1"
"mango",20,30,20,5.5,36,150,"rabi","alluvial","class 1"
"mango",30,30,20,5.5,36,150,"rabi","alluvial","class 1"
"mango",10,10,30,5.5,36,150,"rabi","alluvial","class 1"
"mango",20,10,30,5.5,36,150,"rabi","alluvial","class 1"
"mango",30,10,30,5.5,36,150,"rabi","alluvial","class 1"
"mango",10,20,30,5.5,36,150,"rabi","alluvial","class 1"
"mango",20,20,30,5.5,36,150,"rabi","alluvial","class 1"
"mango",30,20,30,5.5,36,150,"rabi","alluvial","class 1"
"mango",10,30,30,5.5,36,150,"rabi","alluvial","class 1"
"mango",20,30,30,5.5,36,150,"rabi","alluvial","class 1"
"mango",30,30,30,5.5,36,150,"rabi","alluvial","class 1"
"mango",10,10,40,5.5,36,150,"rabi","alluvial","class 1"
"mango",20,10,40,5.5,36,150,"rabi","alluvial","class 1"
"mango",30,10,40,5.5,36,150,"rabi","alluvial","class 1"
"mango",10,20,40,5.5,36,150,"rabi","alluvial","class 1"
"mango",20,20,40,5.5,36,150,"rabi","alluvial","class 1"
"mango",30,20,40,5.5,36,150,"rabi","alluvial","class 1"
"mango",10,30,40,5.5,36,150,"rabi","alluvial","class 1"
"mango",20,30,40,5.5,36,150,"rabi","alluvial","class 1"
"mango",30,30,40,5.5,36,150,"rabi","alluvial","class 1"
"mango",10,10,20,7.5,36,150,"rabi","alluvial","class 1"
"mango",20,10,20,7.5,36,150,"rabi","alluvial","class 1"
"mango",30,10,20,7.5,36,150,"rabi","alluvial","class 1"
"mango",10,20,20,7.5,36,150,"rabi","alluvial","class 1"
"mango",20,20,20,7.5,36,150,"rabi","alluvial","class 1"
"mango",30,20,20,7.5,36,150,"rabi","alluvial","class 1"
"mango",10,30,20,7.5,36,150,"rabi","alluvial","class 1"
"mango",20,30,20,7.5,36,150,"rabi","alluvial","class 1"
"mango",30,30,20,7.5,36,150,"rabi","alluvial","class 1"
"mango",10,10,30,7.5,36,150,"rabi","alluvial","class 1"
"mango",20,10,30,7.5,36,150,"rabi","alluvial","class 1"
"mango",30,10,30,7.5,36,150,"rabi","alluvial","class 1"
"mango",10,20,30,7.5,36,150,"rabi","alluvial","class 1"
"mango",20,20,30,7.5,36,150,"rabi","alluvial","class 1"
"mango",30,20,30,7.5,36,150,"rabi","alluvial","class 1"
"mango",10,30,30,7.5,36,150,"rabi","alluvial","class 1"
"mango",20,30,30,7.5,36,150,"rabi","alluvial","class 1"
"mango",30,30,30,7.5,36,150,"rabi","alluvial","class 1"
"mango",10,10,40,7.5,36,150,"rabi","alluvial","class 1"
"mango",20,10,40,7.5,36,150,"rabi","alluvial","class 1"
"mango",30,10,40,7.5,36,150,"rabi","alluvial","class 1"
"mango",10,20,40,7.5,36,150,"rabi","alluvial","class 1"
"mango",20,20,40,7.5,36,150,"rabi","alluvial","class 1"
"mango",30,20,40,7.5,36,150,"rabi","alluvial","class 1"
"mango",10,30,40,7.5,36,150,"rabi","alluvial","class 1"
"mango",20,30,40,7.5,36,150,"rabi","alluvial","class 1"
"mango",30,30,40,7.5,36,150,"rabi","alluvial","class 1"
"mango",10,10,20,5.5,27,89,"rabi","sandy_loam","class 13"
"mango",20,10,20,5.5,27,89,"rabi","sandy_loam","class 13"
"mango",30,10,20,5.5,27,89,"rabi","sandy_loam","class 13"
"mango",10,20,20,5.5,27,89,"rabi","sandy_loam","class 13"
"mango",20,20,20,5.5,27,89,"rabi","sandy_loam","class 13"
"mango",30,20,20,5.5,27,89,"rabi","sandy_loam","class 13"
"mango",10,30,20,5.5,27,89,"rabi","sandy_loam","class 13"
"mango",20,30,20,5.5,27,89,"rabi","sandy_loam","class 13"
"mango",30,30,20,5.5,27,89,"rabi","sandy_loam","class 13"
"mango",10,10,30,5.5,27,89,"rabi","sandy_loam","class 13"
"mango",20,10,30,5.5,27,89,"rabi","sandy_loam","class 13"
"mango",30,10,30,5.5,27,89,"rabi","sandy_loam","class 13"
"mango",10,20,30,5.5,27,89,"rabi","sandy_loam","class 13"
"mango",20,20,30,5.5,27,89,"rabi","sandy_loam","class 13"
"mango",30,20,30,5.5,27,89,"rabi","sandy_loam","class 13"
"mango",10,30,30,5.5,27,89,"rabi","sandy_loam","class 13"
"mango",20,30,30,5.5,27,89,"rabi","sandy_loam","class 13"
"mango",30,30,30,5.5,27,89,"rabi","sandy_loam","class 13"
"mango",10,10,40,5.5,27,89,"rabi","sandy_loam","class 13"
"mango",20,10,40,5.5,27,89,"rabi","sandy_loam","class 13"
"mango",30,10,40,5.5,27,89,"rabi","sandy_loam","class 13"
"mango",10,20,40,5.5,27,89,"rabi","sandy_loam","class 13"
"mango",20,20,40,5.5,27,89,"rabi","sandy_loam","class 13"
"mango",30,20,40,5.5,27,89,"rabi","sandy_loam","class 13"
"mango",10,30,40,5.5,27,89,"rabi","sandy_loam","class 13"
"mango",20,30,40,5.5,27,89,"rabi","sandy_loam","class 13"
"mango",30,30,40,5.5,27,89,"rabi","sandy_loam","class 13"
"mango",10,10,20,7.5,27,89,"rabi","sandy_loam","class 13"
"mango",20,10,20,7.5,27,89,"rabi","sandy_loam","class 13"
